,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,hs_gpa,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
5216,1.0,0.0,-1.0,60.3,48.32,0.5710000000000001,-0.9329999999999999,0.052000000000000005,1.0,0.0,8.0,1.0,0.0,6.0,-1.0,58.43,6.0,2.0,0.0,2.0,1.5330000000000001,23.0,5.0,1.0,184.0,167.05,96.64,350.58,920.0,13863.82,0.0,2672800.0,1.0
4082,,0.0,,56.05,51.77,,,,0.0,0.0,6.0,7.0,,6.0,-1.0,59.54,6.0,0.0,0.0,4.0,0.23199999999999998,25.0,4.0,1.0,150.0,167.35999999999999,,357.24,600.0,,0.0,5020800.0,1.0
6299,3.0,1.0,-1.0,68.85,63.85,,1.4069999999999998,1.001,1.0,7.0,7.0,1.0,2.0,7.0,9.0,67.91,6.0,6.0,4.0,1.0,1.27,28.0,6.0,1.0,196.0,200.60999999999999,255.4,407.46,1176.0,23200.100000000002,2.0,32097599.999999996,1.0
13298,3.0,0.0,9.0,59.51,60.77,0.7709999999999999,0.789,,3.0,2.0,10.0,1.0,0.0,7.0,9.0,58.16,6.0,1.0,2.0,3.0,0.528,27.0,4.0,1.0,270.0,178.44,243.08,348.96,1080.0,21905.48,0.0,1784400.0,0.0
7410,3.0,0.0,-1.0,58.2,49.43,,,0.052000000000000005,1.0,2.0,23.0,,0.0,6.0,16.0,62.15,6.0,7.0,5.0,4.0,0.479,28.0,6.0,1.0,644.0,169.78,197.72,372.9,3864.0,29101.62,,0.0,1.0
13354,2.0,0.0,-1.0,65.48,60.27,0.5710000000000001,0.5920000000000001,0.247,2.0,0.0,3.0,2.0,4.0,6.0,-1.0,62.54,6.0,2.0,1.0,1.0,0.528,23.0,5.0,1.0,69.0,188.29,180.81,375.24,345.0,14457.3,0.0,9414500.0,0.0
11571,2.0,,,30.28,25.77,-0.63,-0.9329999999999999,-1.195,0.0,1.0,,2.0,0.0,9.0,-1.0,30.91,2.0,0.0,1.0,3.0,,,,2.0,,86.96,77.31,61.82,,,,3478399.9999999995,1.0
5761,2.0,0.0,-1.0,48.92,51.77,1.3219999999999998,-2.197,0.618,0.0,2.0,15.0,5.0,0.0,7.0,9.0,51.86,5.0,1.0,8.0,0.0,1.27,32.0,6.0,2.0,480.0,152.55,155.31,259.3,2880.0,19486.670000000002,0.0,610200.0,0.0
9838,1.0,,10.0,51.97,52.26,0.8079999999999999,-1.194,,2.0,2.0,1.0,1.0,0.0,9.0,9.0,51.25,4.0,3.0,7.0,2.0,0.746,30.0,4.0,1.0,30.0,155.48,104.52,205.0,120.0,9595.119999999999,,2332200.0,0.0
11486,3.0,0.0,10.0,61.37,63.23,1.085,1.4069999999999998,,1.0,3.0,12.0,0.0,0.0,8.0,10.0,61.03,6.0,6.0,1.0,1.0,1.5330000000000001,28.0,6.0,1.0,336.0,185.63,252.92,366.18,2016.0,24764.0,0.0,7239570.0,1.0
9033,2.0,3.0,-1.0,48.65,42.65,,,,1.0,0.0,10.0,0.0,0.0,9.0,-1.0,48.7,4.0,4.0,0.0,2.0,,19.0,1.0,2.0,190.0,140.0,127.94999999999999,194.8,190.0,9359.75,6.0,1680000.0,0.0
12844,2.0,0.0,10.0,47.41,60.52,-1.831,1.5959999999999999,1.001,5.0,1.0,5.0,3.0,0.0,7.0,9.0,52.01,2.0,3.0,5.0,3.0,,30.0,3.0,1.0,150.0,159.94,181.56,104.02,450.0,9995.3,0.0,7677120.0,0.0
9117,1.0,,,54.44,43.14,0.133,-0.41100000000000003,,1.0,0.0,7.0,1.0,0.0,6.0,-1.0,52.12,4.0,1.0,0.0,0.0,-0.008,22.0,3.0,2.0,154.0,149.7,86.28,208.48,462.0,8548.039999999999,,9431100.0,0.0
2049,2.0,1.0,14.0,48.97,49.55,0.5710000000000001,1.304,1.567,0.0,0.0,13.0,,0.0,7.0,14.0,50.11,4.0,3.0,3.0,3.0,-0.013000000000000001,27.0,6.0,2.0,351.0,148.63,148.64999999999998,200.44,2106.0,13963.599999999999,,1040410.0,1.0
6535,1.0,4.0,10.0,48.52,40.93,-0.63,-0.9329999999999999,1.001,1.0,5.0,2.0,1.0,0.0,7.0,9.0,45.41,5.0,5.0,3.0,2.0,-2.039,25.0,5.0,1.0,50.0,134.86,81.86,227.04999999999998,250.0,8340.57,12.0,1078880.0,0.0
11718,3.0,2.0,10.0,38.04,32.79,0.5710000000000001,0.331,-0.332,2.0,1.0,7.0,3.0,3.0,7.0,9.0,44.2,6.0,5.0,7.0,3.0,-0.013999999999999999,29.0,3.0,1.0,203.0,115.03,131.16,265.20000000000005,609.0,14268.960000000001,12.0,4026050.0,0.0
5989,0.0,0.0,-1.0,45.07,39.45,-1.831,-2.197,-1.3840000000000001,0.0,0.0,1.0,2.0,0.0,4.0,-1.0,45.31,4.0,0.0,5.0,1.0,-2.039,22.0,1.0,1.0,22.0,129.83,39.45,181.24,22.0,5075.87,0.0,3245750.0000000005,0.0
3927,2.0,,10.0,50.91,55.71,-0.8690000000000001,1.335,1.9509999999999998,0.0,1.0,4.0,2.0,0.0,6.0,10.0,50.5,5.0,2.0,0.0,3.0,-0.242,32.0,5.0,1.0,128.0,157.12,167.13,252.5,640.0,15106.68,,2356800.0,1.0
16118,3.0,2.0,10.0,65.54,66.93,1.7719999999999998,1.5959999999999999,1.9509999999999998,2.0,3.0,12.0,1.0,2.0,8.0,10.0,69.35,6.0,6.0,1.0,3.0,1.041,25.0,6.0,1.0,300.0,201.82000000000002,267.72,416.09999999999997,1800.0,25301.339999999997,8.0,0.0,0.0
153,1.0,3.0,-1.0,55.95,55.96,0.607,-0.9329999999999999,0.052000000000000005,0.0,1.0,17.0,2.0,8.0,7.0,10.0,57.55,6.0,3.0,5.0,1.0,0.265,32.0,6.0,1.0,544.0,169.45999999999998,111.92,345.29999999999995,3264.0,22403.78,9.0,2202979.9999999995,1.0
2487,3.0,,10.0,71.16,61.63,1.534,0.52,1.001,2.0,3.0,22.0,4.0,1.0,8.0,10.0,63.43,6.0,3.0,1.0,3.0,0.25,25.0,6.0,1.0,550.0,196.22,246.52,380.58,3300.0,29473.7,,5690380.0,1.0
5298,0.0,0.0,10.0,53.31,48.44,1.2570000000000001,1.042,0.509,1.0,3.0,5.0,7.0,5.0,8.0,10.0,56.97,6.0,4.0,7.0,,,24.0,5.0,1.0,120.0,158.72,48.44,341.82,600.0,11317.539999999999,,5079040.0,1.0
1631,,,-1.0,43.39,38.34,,,-0.898,1.0,0.0,12.0,8.0,,6.0,10.0,39.64,5.0,0.0,5.0,5.0,-0.51,23.0,2.0,1.0,276.0,121.37,,198.2,552.0,,,6675350.0,1.0
2380,2.0,0.0,11.0,39.56,37.23,-0.42,,-0.903,3.0,1.0,12.0,3.0,0.0,6.0,-1.0,33.38,4.0,0.0,4.0,2.0,-0.755,22.0,3.0,2.0,264.0,110.16999999999999,111.69,133.52,792.0,8337.14,0.0,1101699.9999999998,0.0
2366,,0.0,,63.82,47.46,,,-0.898,1.0,0.0,30.0,8.0,,9.0,-1.0,39.97,5.0,0.0,6.0,,-0.755,28.0,2.0,2.0,840.0,151.25,,199.85,1680.0,,,3781250.0,0.0
15688,3.0,0.0,,58.44,56.33,,,1.9509999999999998,,3.0,,,,7.0,-1.0,66.1,6.0,2.0,8.0,1.0,1.811,19.0,4.0,1.0,,180.87,225.32,396.59999999999997,,,,0.0,0.0
11496,3.0,0.0,-1.0,60.38,66.93,0.5710000000000001,0.078,1.464,2.0,3.0,8.0,4.0,0.0,6.0,-1.0,66.72,6.0,5.0,0.0,0.0,1.811,27.0,6.0,1.0,216.0,194.03,267.72,400.32,1296.0,23381.399999999998,0.0,3880600.0,1.0
13341,3.0,0.0,10.0,49.09,48.07,0.7809999999999999,0.331,0.733,1.0,1.0,13.0,3.0,0.0,6.0,9.0,49.46,5.0,2.0,2.0,2.0,1.288,31.0,5.0,1.0,403.0,146.62,192.28,247.3,2015.0,19341.52,0.0,10263400.0,1.0
8250,,1.0,,53.8,37.11,,,,1.0,1.0,6.0,,,5.0,16.0,49.52,5.0,3.0,0.0,2.0,0.03,24.0,5.0,1.0,144.0,140.43,,247.60000000000002,720.0,,,70215.0,1.0
1420,3.0,0.0,16.0,59.95,49.43,1.7719999999999998,0.086,-0.332,0.0,2.0,1.0,5.0,0.0,6.0,-1.0,54.84,6.0,2.0,0.0,5.0,1.5330000000000001,26.0,4.0,2.0,26.0,164.22,197.72,329.04,104.0,14222.52,0.0,5911920.0,0.0
20,0.0,2.0,-1.0,46.07,46.35,-0.63,-0.9329999999999999,0.966,0.0,0.0,3.0,7.0,0.0,4.0,9.0,50.49,5.0,0.0,0.0,8.0,0.7609999999999999,30.0,3.0,2.0,90.0,142.91,46.35,252.45000000000002,270.0,9860.4,30.0,4858940.0,1.0
9634,3.0,,10.0,60.96,58.43,0.873,1.4069999999999998,-0.13699999999999998,0.0,2.0,4.0,,1.0,8.0,10.0,58.56,6.0,3.0,4.0,3.0,-0.755,24.0,6.0,1.0,96.0,177.95,233.72,351.36,576.0,16382.240000000002,,0.0,1.0
452,3.0,0.0,10.0,64.24,55.22,0.753,-0.475,-0.898,4.0,0.0,6.0,8.0,0.0,7.0,10.0,67.22,6.0,2.0,2.0,3.0,0.529,28.0,4.0,1.0,168.0,186.68,220.88,403.32,672.0,21222.800000000003,0.0,3733600.0,0.0
12027,3.0,1.0,-1.0,49.28,38.46,-0.18100000000000002,-0.745,,0.0,0.0,7.0,,0.0,9.0,11.0,46.53,4.0,0.0,0.0,5.0,,29.0,4.0,2.0,203.0,134.27,153.84,186.12,812.0,12238.560000000001,,4028100.0000000005,0.0
3568,3.0,0.0,9.0,55.95,52.26,0.82,0.5539999999999999,0.618,4.0,1.0,2.0,0.0,4.0,6.0,14.0,52.98,6.0,2.0,4.0,1.0,0.479,30.0,6.0,1.0,60.0,161.19,209.04,317.88,360.0,16861.44,0.0,5802840.0,0.0
7348,3.0,,-1.0,50.11,57.69,-0.355,-0.046,-1.3840000000000001,,6.0,,1.0,0.0,9.0,-1.0,41.02,1.0,2.0,,2.0,-0.504,29.0,4.0,2.0,,148.82,230.76,41.02,,,,8929200.0,0.0
2173,1.0,,-1.0,45.88,38.34,0.066,-0.37200000000000005,-0.898,,1.0,4.0,0.0,0.0,7.0,,51.69,5.0,1.0,5.0,1.0,-0.755,27.0,5.0,1.0,108.0,135.91,76.68,258.45,540.0,10389.03,,4213210.0,1.0
2687,,0.0,-1.0,46.66,39.45,,,0.046,2.0,3.0,12.0,,0.0,4.0,11.0,44.1,4.0,3.0,3.0,3.0,,26.0,4.0,2.0,312.0,130.21,,176.4,1248.0,,,4166720.0000000005,1.0
2776,,1.0,2.0,47.33,33.04,,,-1.847,2.0,0.0,34.0,8.0,0.0,9.0,10.0,47.76,6.0,0.0,5.0,6.0,,26.0,2.0,3.0,884.0,128.13,,286.56,1768.0,,14.0,2562600.0,0.0
6154,2.0,0.0,-1.0,52.63,57.07,0.5710000000000001,0.846,,0.0,0.0,11.0,7.0,1.0,8.0,10.0,46.66,5.0,3.0,5.0,3.0,0.773,22.0,6.0,2.0,242.0,156.36,171.21,233.29999999999998,1452.0,13348.83,0.0,0.0,1.0
9646,2.0,0.0,10.0,73.0,63.85,1.296,1.3419999999999999,1.1909999999999998,1.0,1.0,12.0,6.0,0.0,7.0,9.0,64.61,6.0,6.0,5.0,4.0,1.5330000000000001,23.0,5.0,1.0,276.0,201.45999999999998,191.55,387.65999999999997,1380.0,20272.350000000002,0.0,14505119.999999998,1.0
7791,3.0,0.0,9.0,72.48,73.34,1.7719999999999998,-0.19899999999999998,1.9509999999999998,1.0,5.0,17.0,1.0,1.0,8.0,6.0,69.28,6.0,6.0,5.0,,,16.0,6.0,1.0,272.0,215.1,293.36,415.68,1632.0,23398.32,,18283500.0,1.0
14392,,,,49.26,51.16,,,,,,,,,6.0,,50.84,6.0,2.0,4.0,2.0,,26.0,5.0,2.0,,151.26,,305.04,,,,6050400.0,1.0
10924,,0.0,-1.0,56.08,55.34,,,-0.703,0.0,0.0,27.0,2.0,0.0,6.0,-1.0,51.4,6.0,2.0,0.0,,1.024,29.0,2.0,1.0,783.0,162.82,,308.4,1566.0,,,3093580.0,1.0
6645,2.0,2.0,-1.0,40.63,42.78,,,-0.7090000000000001,2.0,1.0,9.0,,3.0,7.0,6.0,40.71,6.0,2.0,5.0,3.0,,24.0,3.0,2.0,216.0,124.12,128.34,244.26,648.0,12295.800000000001,,4716560.0,0.0
678,3.0,0.0,-1.0,42.99,48.32,0.873,1.5959999999999999,,3.0,1.0,3.0,7.0,2.0,6.0,14.0,42.43,5.0,7.0,2.0,1.0,-1.002,27.0,4.0,1.0,81.0,133.74,193.28,212.15,324.0,12162.9,0.0,2273580.0,1.0
9490,2.0,0.0,-1.0,66.42,57.44,-0.11599999999999999,-0.10300000000000001,1.001,0.0,0.0,20.0,1.0,0.0,7.0,14.0,62.74,6.0,2.0,4.0,2.0,,25.0,6.0,1.0,500.0,186.6,172.32,376.44,3000.0,24694.2,0.0,5598000.0,1.0
5034,1.0,,10.0,58.82,56.95,-0.14400000000000002,,0.32,3.0,0.0,13.0,2.0,0.0,8.0,10.0,57.66,6.0,1.0,3.0,1.0,0.777,26.0,4.0,2.0,338.0,173.43,113.9,345.96,1352.0,17934.54,,4162320.0,1.0
5927,0.0,2.0,10.0,32.8,42.9,,,-0.435,1.0,0.0,10.0,8.0,,6.0,-1.0,41.74,5.0,2.0,5.0,5.0,-0.259,31.0,5.0,2.0,310.0,117.44,42.9,208.70000000000002,1550.0,10315.6,26.0,2701120.0,1.0
12706,3.0,1.0,-1.0,57.65,60.89,1.7719999999999998,0.877,1.1909999999999998,5.0,1.0,9.0,3.0,0.0,6.0,-1.0,45.93,5.0,1.0,0.0,3.0,0.516,26.0,6.0,1.0,234.0,164.47,243.56,229.65,1404.0,16562.350000000002,6.0,6907740.0,1.0
156,0.0,3.0,9.0,69.12,57.07,,,1.27,0.0,0.0,26.0,4.0,0.0,8.0,9.0,68.79,6.0,2.0,4.0,2.0,1.811,31.0,6.0,1.0,806.0,194.98000000000002,57.07,412.74,4836.0,26779.170000000002,18.0,0.0,0.0
15466,3.0,0.0,9.0,59.28,55.1,0.5710000000000001,0.331,,6.0,2.0,3.0,1.0,1.0,7.0,-1.0,70.54,6.0,5.0,1.0,1.0,0.779,,,1.0,,184.92000000000002,220.4,423.24,,,0.0,7396800.000000001,1.0
14535,3.0,0.0,6.0,58.96,54.11,0.5710000000000001,0.331,1.7619999999999998,2.0,0.0,1.0,2.0,0.0,7.0,9.0,69.57,6.0,4.0,4.0,1.0,1.811,23.0,6.0,1.0,23.0,182.64,216.44,417.41999999999996,138.0,15212.639999999998,0.0,10045200.0,0.0
14577,,0.0,10.0,56.37,58.92,,,0.544,2.0,3.0,12.0,5.0,0.0,6.0,10.0,58.22,6.0,4.0,3.0,2.0,1.0190000000000001,30.0,5.0,1.0,360.0,173.51,,349.32,1800.0,,0.0,347020.0,0.0
15921,1.0,0.0,7.0,40.52,29.71,-0.63,,0.32,1.0,0.0,2.0,8.0,0.0,4.0,15.0,49.27,4.0,1.0,3.0,1.0,-0.7609999999999999,26.0,4.0,2.0,52.0,119.5,59.42,197.08,208.0,7182.0,0.0,2987500.0,1.0
4837,,1.0,,57.55,61.88,,,0.515,0.0,0.0,7.0,1.0,,6.0,16.0,56.19,6.0,0.0,4.0,1.0,1.811,25.0,3.0,2.0,175.0,175.62,,337.14,525.0,,2.0,11415300.0,0.0
8417,2.0,3.0,10.0,30.7,36.74,,,,1.0,1.0,,,2.0,8.0,15.0,27.31,4.0,2.0,4.0,1.0,-0.493,20.0,3.0,2.0,,94.75,110.22,109.24,,,,1042250.0,0.0
9971,3.0,,9.0,78.45,70.99,1.7719999999999998,0.331,1.459,1.0,1.0,5.0,2.0,2.0,7.0,9.0,74.97,6.0,2.0,4.0,1.0,1.0190000000000001,31.0,6.0,1.0,155.0,224.41,283.96,449.82,930.0,26416.079999999998,,11220500.0,0.0
1499,3.0,0.0,-1.0,36.46,41.54,-0.34299999999999997,-0.6559999999999999,-0.13699999999999998,0.0,,,4.0,0.0,4.0,-1.0,29.4,5.0,2.0,1.0,3.0,-1.033,24.0,4.0,3.0,,107.4,166.16,147.0,,,0.0,10740.0,1.0
10595,2.0,0.0,-1.0,56.08,60.27,0.33299999999999996,-0.45299999999999996,,1.0,0.0,14.0,1.0,,8.0,10.0,57.68,6.0,5.0,0.0,3.0,1.286,25.0,6.0,1.0,350.0,174.03,180.81,346.08,2100.0,20548.71,0.0,9049560.0,0.0
9296,3.0,,9.0,61.9,56.21,-0.63,0.18899999999999997,,4.0,2.0,29.0,1.0,1.0,8.0,6.0,59.64,6.0,6.0,0.0,2.0,,25.0,5.0,1.0,725.0,177.75,224.84,357.84000000000003,3625.0,31464.720000000005,,11553750.0,1.0
15337,3.0,,,71.53,70.62,,,0.733,,,12.0,,,8.0,10.0,66.75,6.0,5.0,0.0,3.0,1.04,25.0,6.0,1.0,300.0,208.9,282.48,400.5,1800.0,25270.260000000002,,0.0,0.0
9320,2.0,1.0,10.0,63.85,54.11,0.36,0.331,1.464,0.0,2.0,,4.0,1.0,8.0,10.0,61.76,6.0,2.0,0.0,2.0,0.264,23.0,4.0,2.0,,179.72,162.32999999999998,370.56,,,6.0,1797200.0,0.0
13887,1.0,0.0,10.0,58.53,54.61,1.285,0.623,,3.0,1.0,15.0,8.0,0.0,7.0,10.0,58.77,6.0,6.0,0.0,5.0,,,,1.0,,171.91,109.22,352.62,,,0.0,0.0,1.0
2212,2.0,0.0,9.0,52.51,55.1,-0.128,0.885,0.052000000000000005,0.0,1.0,15.0,1.0,0.0,6.0,11.0,48.44,5.0,1.0,6.0,2.0,1.008,27.0,4.0,1.0,405.0,156.05,165.3,242.2,1620.0,17115.0,0.0,3433100.0000000005,0.0
9109,3.0,0.0,12.0,59.3,56.08,0.121,0.14300000000000002,,2.0,0.0,,2.0,0.0,6.0,9.0,55.63,5.0,2.0,4.0,3.0,0.483,22.0,3.0,2.0,,171.01,224.32,278.15000000000003,,,0.0,3420200.0,0.0
9675,2.0,,10.0,63.62,47.7,0.332,-2.197,0.052000000000000005,1.0,3.0,20.0,4.0,4.0,8.0,9.0,55.56,6.0,0.0,8.0,,0.528,23.0,6.0,1.0,460.0,166.88,143.10000000000002,333.36,2760.0,20487.780000000002,,8010240.0,1.0
13623,3.0,1.0,,47.46,51.15,,,0.247,,1.0,15.0,,,4.0,9.0,47.93,5.0,1.0,4.0,3.0,0.528,25.0,4.0,2.0,375.0,146.54,204.6,239.65,1500.0,17770.0,,3663500.0,0.0
11356,2.0,1.0,,59.22,61.75,,,-1.847,,0.0,5.0,,,4.0,9.0,37.54,,0.0,7.0,3.0,-0.755,20.0,2.0,2.0,100.0,158.51,185.25,,200.0,,,792550.0,0.0
15067,3.0,0.0,9.0,70.7,62.86,1.7719999999999998,0.893,1.7619999999999998,1.0,2.0,,,0.0,6.0,14.0,62.9,6.0,4.0,2.0,1.0,1.811,21.0,6.0,1.0,,196.46,251.44,377.4,,,,5893800.0,1.0
2921,,,10.0,64.69,54.73,,,0.618,1.0,0.0,15.0,4.0,0.0,7.0,10.0,66.8,6.0,2.0,3.0,2.0,-1.006,27.0,5.0,1.0,405.0,186.21999999999997,,400.79999999999995,2025.0,,,3724399.9999999995,1.0
10603,3.0,0.0,-1.0,49.55,55.84,-1.317,-0.672,,0.0,0.0,30.0,3.0,4.0,7.0,-1.0,42.29,4.0,0.0,6.0,1.0,-2.039,21.0,3.0,2.0,630.0,147.68,223.36,169.16,1890.0,20018.52,0.0,5464160.0,1.0
13785,3.0,0.0,10.0,77.84,72.35,,1.5959999999999999,1.9509999999999998,2.0,0.0,11.0,8.0,2.0,7.0,-1.0,70.96,6.0,9.0,8.0,6.0,-1.247,27.0,5.0,1.0,297.0,221.14999999999998,289.4,425.76,1485.0,27176.079999999998,0.0,9951749.999999998,0.0
8534,1.0,0.0,10.0,44.66,50.17,1.285,0.893,,1.0,3.0,14.0,3.0,1.0,8.0,10.0,66.99,6.0,3.0,0.0,2.0,-0.248,27.0,6.0,1.0,378.0,161.82,100.34,401.93999999999994,2268.0,20593.48,0.0,323640.0,1.0
11477,3.0,1.0,,49.91,46.6,,,-1.0,,1.0,7.0,,,4.0,2.0,42.72,4.0,0.0,0.0,4.0,-1.033,24.0,2.0,2.0,168.0,139.23,186.4,170.88,336.0,11075.679999999998,,0.0,1.0
3234,3.0,1.0,9.0,37.41,27.99,0.121,0.14300000000000002,-0.325,1.0,1.0,4.0,5.0,4.0,4.0,9.0,39.56,3.0,3.0,4.0,3.0,-0.259,24.0,2.0,1.0,96.0,104.96,111.96,118.68,192.0,6457.92,8.0,2728960.0,1.0
11161,2.0,1.0,-1.0,35.19,43.76,0.33299999999999996,0.07,,1.0,2.0,5.0,3.0,0.0,8.0,-1.0,37.79,6.0,3.0,0.0,0.0,-0.258,28.0,4.0,2.0,140.0,116.73999999999998,131.28,226.74,560.0,11814.66,3.0,3502199.9999999995,0.0
14395,3.0,1.0,9.0,43.13,53.62,-0.867,1.3419999999999999,-0.24600000000000002,1.0,2.0,17.0,1.0,0.0,6.0,9.0,48.77,6.0,2.0,3.0,2.0,1.811,25.0,3.0,2.0,425.0,145.52,214.48,292.62,1275.0,21298.2,3.0,10186400.0,0.0
3249,2.0,0.0,-1.0,52.29,72.84,-1.1059999999999999,1.5959999999999999,0.24100000000000002,2.0,0.0,,7.0,6.0,6.0,9.0,54.54,5.0,2.0,8.0,6.0,-0.264,25.0,3.0,1.0,,179.67,218.52,272.7,,,0.0,2695050.0,0.0
14847,3.0,1.0,11.0,44.15,43.14,,,,1.0,1.0,18.0,1.0,1.0,6.0,6.0,46.34,5.0,4.0,6.0,0.0,,11.0,2.0,1.0,198.0,133.63,172.56,231.70000000000002,396.0,11723.539999999999,1.0,6013350.0,1.0
1338,3.0,0.0,9.0,64.08,62.12,-0.39299999999999996,1.4069999999999998,1.9509999999999998,0.0,2.0,16.0,0.0,1.0,7.0,9.0,61.31,6.0,1.0,0.0,2.0,1.811,32.0,5.0,1.0,512.0,187.51,248.48,367.86,2560.0,29584.32,0.0,7125380.0,1.0
11493,3.0,0.0,9.0,60.42,66.44,-0.63,-0.9329999999999999,0.618,0.0,1.0,2.0,2.0,1.0,6.0,6.0,61.96,6.0,2.0,4.0,2.0,-0.755,26.0,4.0,1.0,52.0,188.82,265.76,371.76,208.0,17850.559999999998,0.0,3398760.0,0.0
9205,1.0,,-1.0,53.53,39.69,-0.63,-0.9329999999999999,0.052000000000000005,0.0,1.0,,5.0,0.0,6.0,10.0,49.19,6.0,2.0,1.0,3.0,-0.248,24.0,6.0,1.0,,142.41,79.38,295.14,,,,569640.0,0.0
11956,,3.0,,38.33,31.93,,,-0.332,1.0,1.0,,,,4.0,9.0,37.53,5.0,1.0,0.0,4.0,-0.24600000000000002,32.0,4.0,3.0,,107.78999999999999,,187.65,,,,323370.0,1.0
9060,3.0,0.0,-1.0,57.16,65.33,1.295,1.081,,0.0,0.0,30.0,2.0,0.0,9.0,9.0,54.93,6.0,2.0,7.0,2.0,-0.755,26.0,4.0,2.0,780.0,177.42,261.32,329.58,3120.0,33090.4,0.0,532260.0,0.0
1817,3.0,0.0,9.0,47.0,56.7,,,-0.898,0.0,2.0,11.0,5.0,1.0,6.0,15.0,47.26,3.0,1.0,4.0,3.0,,24.0,3.0,2.0,264.0,150.96,226.8,141.78,792.0,12900.300000000001,0.0,1811520.0,0.0
669,1.0,1.0,7.0,51.22,42.41,-0.63,-0.9329999999999999,-0.24600000000000002,,0.0,,6.0,3.0,6.0,9.0,50.88,6.0,3.0,3.0,3.0,1.025,22.0,3.0,1.0,,144.51,84.82,305.28000000000003,,,9.0,9393150.0,0.0
13443,3.0,1.0,10.0,52.94,70.5,-1.317,1.5959999999999999,0.807,1.0,0.0,9.0,2.0,,8.0,10.0,62.24,6.0,1.0,4.0,1.0,1.811,26.0,5.0,1.0,234.0,185.68,282.0,373.44,1170.0,22940.4,3.0,5756080.0,0.0
2606,,,,39.57,46.03,,,,,,,,,4.0,15.0,39.5,3.0,2.0,5.0,2.0,,,,2.0,,125.1,,118.5,,,,0.0,0.0
9551,2.0,1.0,-1.0,48.86,57.44,-0.63,-0.9329999999999999,0.247,1.0,1.0,2.0,1.0,0.0,4.0,16.0,50.08,5.0,1.0,0.0,,,24.0,4.0,1.0,48.0,156.38,172.32,250.39999999999998,192.0,10990.72,,2345700.0,0.0
5266,3.0,1.0,10.0,60.8,44.38,1.047,0.631,0.515,0.0,2.0,3.0,,1.0,8.0,-1.0,58.8,6.0,3.0,0.0,,0.51,23.0,5.0,1.0,69.0,163.98000000000002,177.52,352.79999999999995,345.0,13788.319999999998,,4099500.0000000005,0.0
2205,3.0,1.0,9.0,49.76,60.4,-0.381,1.5959999999999999,0.052000000000000005,0.0,2.0,6.0,4.0,0.0,6.0,16.0,49.83,2.0,2.0,2.0,3.0,,18.0,2.0,2.0,108.0,159.99,241.6,99.66,216.0,8190.24,7.0,239985.0,1.0
12125,3.0,2.0,9.0,53.89,58.3,-0.629,1.5959999999999999,-0.24,0.0,3.0,1.0,0.0,0.0,8.0,10.0,47.21,6.0,5.0,1.0,2.0,-1.7919999999999998,30.0,5.0,1.0,30.0,159.4,233.2,283.26,150.0,16010.260000000002,4.0,3028600.0,1.0
5941,3.0,1.0,10.0,49.27,47.21,1.2570000000000001,1.335,1.9509999999999998,1.0,2.0,24.0,2.0,0.0,8.0,12.0,64.53,6.0,4.0,0.0,5.0,1.811,31.0,6.0,1.0,744.0,161.01,188.84,387.18,4464.0,31681.1,7.0,7245450.0,1.0
5751,2.0,,2.0,57.39,57.32,,1.5959999999999999,0.728,0.0,1.0,,,0.0,6.0,2.0,53.99,6.0,3.0,0.0,3.0,-0.242,32.0,6.0,1.0,,168.70000000000002,171.96,323.94,,,,3542700.0000000005,1.0
1201,2.0,0.0,9.0,49.95,50.54,-1.078,-1.675,-0.898,0.0,2.0,15.0,0.0,3.0,7.0,14.0,46.74,6.0,2.0,7.0,3.0,-1.247,27.0,4.0,1.0,405.0,147.23000000000002,151.62,280.44,1620.0,18146.52,0.0,5447510.000000001,0.0
3133,3.0,0.0,9.0,57.94,57.93,0.5710000000000001,0.331,1.7619999999999998,2.0,1.0,9.0,2.0,1.0,6.0,9.0,58.91,6.0,2.0,3.0,2.0,1.052,28.0,6.0,1.0,252.0,174.78,231.72,353.46,1512.0,21651.66,0.0,9088560.0,1.0
4117,,,16.0,55.1,48.69,,,-0.898,1.0,3.0,26.0,0.0,0.0,7.0,16.0,46.54,4.0,4.0,7.0,5.0,-0.755,,,1.0,,150.32999999999998,,186.16,,,,7215839.999999999,1.0
11936,2.0,0.0,-1.0,42.77,54.61,,,0.052000000000000005,0.0,0.0,4.0,2.0,1.0,7.0,13.0,42.49,5.0,2.0,5.0,0.0,0.237,,,2.0,,139.87,163.82999999999998,212.45000000000002,,,0.0,4755580.0,0.0
15889,3.0,1.0,10.0,51.56,54.36,-0.9059999999999999,1.5959999999999999,1.001,4.0,2.0,21.0,2.0,1.0,7.0,9.0,51.85,6.0,5.0,1.0,3.0,0.483,34.0,6.0,1.0,714.0,157.77,217.44,311.1,4284.0,29069.699999999997,5.0,1893240.0000000002,0.0
